,Customer_ID,snapshot_date,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Age,Occupation
188,CUS_0x6ee8,2024-03-01,95,158,239,205,31,113,37,262,-68,3,96,100,144,6,229,-56,37,74,29,-69,69478.76,5902.8965,3,6,11.0,1393.0,"Not Specified, Mortgage Loan, Student Loan, and Auto Loan",11,14,4.34,7.0,Unknown,599.17,28.520182,27,No,190.73898,114.68862,High_spent_Medium_value_payments,534.86206,29,Writer
189,CUS_0x6fc4,2024-03-01,222,60,51,-22,164,127,216,12,216,206,18,-41,98,139,120,69,206,55,176,97,87247.62,7005.635,3,1,11.0,0.0,Unknown,12,7,5.3,0.0,Good,274.48,24.584017,26,No,0.0,301.5021,Low_spent_Large_value_payments,669.0614,20,Manager
190,CUS_0x7087,2024-03-01,145,89,-21,183,313,46,-57,124,144,66,82,208,78,19,-50,226,215,201,-66,2,32228.67,2819.6033,7,6,8.0,4.0,"Auto Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",27,10,12.0,4.0,Standard,940.36,31.942425,32,NM,176.20488,10000.0,High_spent_Medium_value_payments,347.3396,48,Writer
191,CUS_0x70bf,2024-03-01,96,103,114,-70,189,136,206,71,123,65,35,-82,191,192,242,293,101,88,125,175,10620.46,759.6471,6,5,11.0,1.0,Payday Loan,20,17,3.36,1.0,Standard,1014.29,30.335669,24,No,49.76691,62.77346,Low_spent_Small_value_payments,300.05472,29,Media_Manager
192,CUS_0x70d,2024-03-01,109,185,141,83,84,207,205,72,287,188,278,66,57,244,217,25,-34,159,-9,152,15710.265,1152.1887,5,7,5.0,1.0,Payday Loan,19,17,14.63,4.0,Standard,1012.23,27.831093,16,Yes,10.607775,41.769093,High_spent_Small_value_payments,322.842,24,Engineer
193,CUS_0x70d0,2024-03-01,99,195,140,135,92,12,198,398,-22,119,27,82,-1,239,37,6,-50,-34,162,240,68081.28,5509.44,7,5,10.0,2.0,"Home Equity Loan, and Debt Consolidation Loan",28,10,6.72,6.0,Standard,502.86,29.61496,19,No,95.81291,97.70874,High_spent_Medium_value_payments,607.42236,46,Entrepreneur
194,CUS_0x7292,2024-03-01,86,92,104,26,281,75,133,123,252,133,85,-37,145,109,50,-76,119,172,146,127,19199.49,1649.9575,3,1,4.0,2.0,"Student Loan, and Debt Consolidation Loan",3,6,4.11,3.0,Good,399.44,37.525944,26,No,31.85522,121.92811,Low_spent_Large_value_payments,281.21243,50,Developer
195,CUS_0x7304,2024-03-01,22,149,72,221,-9,208,0,218,-52,10,20,73,87,138,-70,83,88,143,195,-2,31700.08,2710.6733,10,7,29.0,8.0,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",54,15,25.48,16.0,Unknown,4031.88,29.73924,2,Yes,189.41403,34.629795,High_spent_Large_value_payments,287.0235,40,Developer
196,CUS_0x754c,2024-03-01,-59,155,70,268,193,65,136,138,108,75,43,263,150,77,161,50,20,137,21,277,9897.565,1073.7971,10,10,25.0,9.0,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, Mortgage Loan, and Personal Loan",44,20,21.83,14.0,Unknown,2546.75,28.250483,7,NM,68.138504,50.390995,High_spent_Small_value_payments,248.8502,44,Entrepreneur
197,CUS_0x760a,2024-03-01,-121,50,23,85,366,144,235,-147,127,85,186,304,109,90,57,68,178,-54,149,301,53084.07,4525.6724,10,9,23.0,8.0,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Auto Loan, Student Loan, Auto Loan, and Payday Loan",26,23,8.3,9.0,Bad,2904.16,34.720657,2,Yes,228.68713,321.3937,Low_spent_Medium_value_payments,182.4864,44,Doctor
198,CUS_0x7670,2024-03-01,130,94,38,318,103,181,178,147,207,170,-103,-2,131,150,158,259,191,155,247,169,11128.91,1103.4092,4,7,7.0,4.0,"Debt Consolidation Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",25,18,10.64,2.0,Unknown,1201.98,39.616005,24,No,33.955605,101.2083,Low_spent_Medium_value_payments,255.17702,30,Architect
199,CUS_0x76e2,2024-03-01,16,271,246,156,144,173,-104,1,-61,-15,27,3,100,164,149,-15,234,123,-74,248,73365.72,6194.81,6,7,100.0,5.0,"Mortgage Loan, Student Loan, Mortgage Loan, Personal Loan, and Credit-Builder Loan",21,17,19.94,4.0,Unknown,2395.39,32.693203,7,Yes,278.91425,230.8213,Low_spent_Medium_value_payments,389.74545,43,Engineer
200,CUS_0x7711,2024-03-01,-72,152,-78,93,22,78,197,167,95,273,123,268,99,-35,38,-23,10,43,121,60,72814.86,6035.905,2,5,4.0,0.0,Unknown,11,4,2.43,4.0,Good,557.78,34.172127,26,No,0.0,258.20575,Low_spent_Large_value_payments,615.38477,40,Mechanic
201,CUS_0x7766,2024-03-01,113,231,91,76,157,-69,139,-40,76,113,99,100,285,78,223,8,68,-40,108,-93,95460.81,7989.0674,2,5,5.0,3.0,"Mortgage Loan, Personal Loan, and Mortgage Loan",3,3,7.46,7.0,Unknown,184.44,23.770391,28,No,201.50565,472.9674,Low_spent_Large_value_payments,394.4337,46,Writer
202,CUS_0x783b,2024-03-01,-34,74,2,-18,182,97,-113,-15,27,38,154,267,49,135,-50,14,207,91,279,137,21537.99,1530.8325,5,5,15.0,0.0,Unknown,10,9,11.85,4.0,Standard,599.23,24.99821,17,No,0.0,52.628075,High_spent_Medium_value_payments,350.45517,46,Teacher
203,CUS_0x78c2,2024-03-01,-58,139,-15,152,102,-5,99,230,264,76,-27,27,53,125,114,185,48,192,61,73,93169.92,7794.16,6,7,18.0,172.0,"Mortgage Loan, and Payday Loan",6,12,19.62,2.0,Standard,1110.09,24.257797,27,Yes,112.340294,1009.5721,Low_spent_Small_value_payments,844.027,29,Lawyer
204,CUS_0x78ce,2024-03-01,-178,324,107,12,148,129,125,85,124,24,59,231,146,147,-43,118,-46,53,89,240,54904.1,4839.342,7,7,7.0,2.0,"Mortgage Loan, and Credit-Builder Loan",8,15,2.81,2.0,Good,737.62,28.745882,23,No,79381.0,507.4541,Low_spent_Small_value_payments,204.28474,44,Writer
205,CUS_0x78fe,2024-03-01,167,394,61,148,237,-79,65,122,-51,284,-72,33,-132,86,113,-93,183,285,42,62,44729.8,3728.4834,5,4,6.0,0.0,Unknown,8,10,2.82,3.0,Good,512.83,31.714363,26,No,0.0,122.874985,High_spent_Medium_value_payments,499.97336,31,Journalist
206,CUS_0x79b7,2024-03-01,182,97,136,109,159,159,29,252,309,194,92,158,152,73,139,22,100,13,132,130,40514.84,3511.2366,2,5,3.0,3.0,"Auto Loan, Not Specified, and Debt Consolidation Loan",5,7,2.64,5.0,Good,151.33,25.508205,18,No,55.846855,73.97676,High_spent_Small_value_payments,481.30005,37,Journalist
207,CUS_0x7a01,2024-03-01,-9,-47,151,69,54,90,351,174,136,201,150,188,168,230,119,98,80,0,129,171,17030.26,1625.1884,5,7,8.0,3.0,"Home Equity Loan, Payday Loan, and Home Equity Loan",14,19,16.21,8.0,Unknown,299.0,25.032335,28,Yes,23.871428,41.707375,Unknown,336.94003,24,Media_Manager
208,CUS_0x7ae,2024-03-01,105,35,186,0,63,66,119,35,51,214,140,-216,200,-38,142,68,187,126,-29,47,87714.58,7483.5483,3,7,11.0,4.0,"Credit-Builder Loan, Payday Loan, Not Specified, and Debt Consolidation Loan",15,7,3.97,4.0,Unknown,53.4,24.00143,16,No,263.6555,629.30566,Low_spent_Medium_value_payments,135.39366,50,Lawyer
209,CUS_0x7b32,2024-03-01,91,-1,68,95,-77,14,26,235,187,93,22,379,166,-5,53,49,361,222,134,144,56455.35,4511.6123,9,9,20.0,9.0,"Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Student Loan, Mortgage Loan, and Auto Loan",29,24,22.15,12.0,Bad,4468.81,36.439884,6,Yes,415.60724,129.32712,Unknown,156.2269,24,Developer
210,CUS_0x7b62,2024-03-01,99,38,217,271,12,-95,243,76,237,248,158,-44,-8,117,-39,-6,121,-31,-64,74,13848.89,1152.0742,4,4,18.0,2.0,"Mortgage Loan, and Debt Consolidation Loan",20,10,5.77,2.0,Standard,65.12,29.421017,26,No,12.6634445,70.14565,Low_spent_Small_value_payments,322.39832,20,Doctor
211,CUS_0x7bc9,2024-03-01,135,66,81,19,103,139,118,-13,255,209,117,175,183,-8,257,79,-17,72,-75,-88,68900.64,5835.72,7,4,10.0,4.0,"Mortgage Loan, Student Loan, Mortgage Loan, and Credit-Builder Loan",8,14,10.8,6.0,Standard,1420.04,30.0478,18,No,148.9975,41.173534,High_spent_Large_value_payments,633.401,28,Engineer
212,CUS_0x7c6a,2024-03-01,106,200,104,192,250,248,211,105,61,34,131,71,112,114,85,280,205,101,141,100,109472.91,9180.742,3,5,7.0,3.0,"Student Loan, Mortgage Loan, and Not Specified",28,15,3.93,7.0,Standard,1338.46,34.460682,22,No,263.20624,305.86874,High_spent_Medium_value_payments,598.99927,22,Others
213,CUS_0x7c71,2024-03-01,129,99,34,60,388,157,136,366,196,123,73,-8,103,-34,83,95,128,172,370,-191,16743.346,1194.3667,2,4,5.0,0.0,Unknown,11,6,4.21,3.0,Good,1272.03,29.036362,26,NM,97.91208,53.2915,High_spent_Medium_value_payments,325.93637,33,Teacher
214,CUS_0x7caf,2024-03-01,96,97,-15,-96,-43,32,60,43,41,169,174,178,37,192,56,127,-7,-8,270,188,147499.6,12353.634,2,2,12.0,2.0,"Payday Loan, and Debt Consolidation Loan",14,2,0.21,2.0,Good,1250.67,30.584394,20,No,192.20648,855.2317,High_spent_Small_value_payments,447.92517,29,Architect
215,CUS_0x7cb3,2024-03-01,-72,71,146,150,138,-11,111,158,322,95,64,27,-58,124,262,180,-44,-14,163,108,57563.94,4917.995,4,7,18.0,0.0,Unknown,25,18,7.03,7.0,Standard,1443.0,26.683031,17,Yes,0.0,145.78079,Low_spent_Small_value_payments,155.14214,20,Accountant
216,CUS_0x7df,2024-03-01,145,287,89,150,71,134,135,256,134,211,157,-88,145,15,187,-108,78,128,262,-44,14406.71,1236.5592,6,7,32.0,7.0,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Student Loan",67,21,1.61,14.0,Bad,1286.9,34.860397,17,Yes,53.55003,119.52863,Low_spent_Small_value_payments,240.57726,26,Accountant
217,CUS_0x7edd,2024-03-01,-86,69,19,160,52,-95,69,122,231,111,80,100,165,4,147,195,169,-1,-27,63,22246.44,1721.87,4,6,20.0,2.0,"Credit-Builder Loan, and Home Equity Loan",25,15,11.04,3.0,Standard,8.2,30.24933,22,No,28.446054,106.85857,Low_spent_Small_value_payments,354.34573,53,Journalist
218,CUS_0x7f31,2024-03-01,-27,175,114,218,353,95,253,-26,244,42,35,1,39,-25,68,1,72,40,-116,11,69388.26,5543.355,2,4,6.0,0.0,Unknown,8,1,8.16,5.0,Good,819.98,40.37836,22,No,0.0,212.23271,High_spent_Medium_value_payments,719.01337,56,Mechanic
219,CUS_0x7f53,2024-03-01,117,82,13,-78,28,-28,124,142,247,112,94,-103,21,-29,-47,112,39,4,116,-81,67951.65,5961.6377,8,3,14.0,2.0,"Personal Loan, and Mortgage Loan",9,8,11.56,5.0,Standard,1022.67,31.811075,26,Yes,68.40421,285.29153,Low_spent_Small_value_payments,532.468,35,Media_Manager
220,CUS_0x8002,2024-03-01,28,5,-11,170,128,157,197,131,32,55,248,5,175,228,230,300,-36,-86,101,149,21596.82,2020.735,5,3,5.0,1.0,Home Equity Loan,1,8,2.11,0.0,Good,1403.39,23.831253,30,No,9.742872,168.6047,Low_spent_Small_value_payments,313.72592,36,Mechanic
221,CUS_0x8018,2024-03-01,272,-13,104,100,122,26,-70,-146,140,156,16,42,246,147,131,73,27,165,140,121,49937.4,3670.8003,3,3,7.0,2.0,"Payday Loan, and Not Specified",20,8,18.53,4.0,Standard,1069.53,33.521336,16,Yes,455.8673,379.88397,Low_spent_Large_value_payments,250.84343,52,Mechanic
222,CUS_0x8099,2024-03-01,-14,-17,-87,270,33,288,250,194,148,48,-42,1,48,134,238,183,-28,88,161,159,112400.24,9657.687,7,7,19.0,4.0,"Personal Loan, Mortgage Loan, Personal Loan, and Personal Loan",22,19,18.63,4.0,Standard,57.91,32.6094,32,Yes,203.51756,361.46448,Unknown,670.7866,51,Writer
223,CUS_0x810,2024-03-01,69,89,109,153,88,-60,124,54,102,175,71,33,142,144,95,54,138,42,110,245,68470.86,5884.905,7,4,12.0,5.0,"Not Specified, Mortgage Loan, Not Specified, Student Loan, and Student Loan",18,12,18.49,10.0,Standard,965.14,36.30424,16,Yes,226.91562,60.340717,High_spent_Large_value_payments,541.2342,39,Accountant
224,CUS_0x8121,2024-03-01,11,176,93,133,-65,7,134,98,179,106,123,153,23,138,119,126,45,133,228,152,64688.84,5654.737,6,10,30.0,7.0,"Home Equity Loan, Home Equity Loan, Not Specified, Mortgage Loan, Student Loan, Student Loan, and Mortgage Loan",28,16,19.34,12.0,Bad,3552.52,37.634247,11,Yes,221.64201,362.52075,High_spent_Small_value_payments,241.31088,45,Journalist
225,CUS_0x81d6,2024-03-01,156,84,62,235,173,154,100,100,-19,-64,212,96,46,-47,7,132,68,11,-15,79,34762.98,2841.915,8,8,15.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",48,26,21.63,9.0,Bad,3069.01,35.042698,3,Yes,131.56412,64.36569,High_spent_Medium_value_payments,338.2617,27,Developer
226,CUS_0x81f4,2024-03-01,137,225,211,-82,289,47,-14,76,5,-19,260,92,183,71,259,-33,170,214,-72,52,29485.2,2242.1,8,8,20.0,7.0,"Debt Consolidation Loan, Personal Loan, Student Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",25,23,15.33,6.0,Unknown,4142.25,32.080482,2,Yes,153.41408,128.98784,Low_spent_Small_value_payments,231.80807,39,Writer
227,CUS_0x82be,2024-03-01,221,188,-31,-11,90,88,424,99,-227,106,-37,82,-171,162,-42,183,40,60,213,61,41871.89,3764.3242,2,4,4.0,4.0,"Auto Loan, Home Equity Loan, Mortgage Loan, and Payday Loan",1,10,14.51,5.0,Good,1268.9,29.683441,29,No,73.09779,132.73552,Low_spent_Small_value_payments,460.5991,31,Manager
228,CUS_0x833d,2024-03-01,38,37,162,139,208,39,66,70,47,100,38,130,73,-14,88,42,149,224,32,133,15528.29,1340.0242,7,8,21.0,7.0,"Not Specified, Payday Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Student Loan",19,14,8.69,10.0,Unknown,3025.44,29.404121,7,NM,66.42616,10000.0,Low_spent_Small_value_payments,280.48315,32,Entrepreneur
229,CUS_0x84a2,2024-03-01,-61,31,60,139,159,285,161,182,74,-68,221,123,-9,62,309,97,266,352,251,164,15656.82,1557.735,8,10,18.0,6.0,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",32,16,0.88,14.0,Bad,1997.18,29.916409,14,NM,51546.0,10000.0,Low_spent_Small_value_payments,243.9335,30,Developer
230,CUS_0x84a6,2024-03-01,286,102,31,207,115,140,116,-19,6,234,109,47,102,82,182,174,-65,81,160,-113,22157.27,1834.4392,6,6,19.0,4.0,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",27,11,14.37,8.0,Standard,1345.58,31.689722,12,Yes,64.04102,50.250313,High_spent_Medium_value_payments,326.90274,23,Mechanic
231,CUS_0x8513,2024-03-01,147,98,144,14,12,113,-88,46,-26,256,158,121,63,202,14,163,108,165,23,405,107688.4,9252.033,5,3,13.0,4.0,"Personal Loan, Auto Loan, Auto Loan, and Home Equity Loan",7,9,15.59,6.0,Standard,670.36,33.8807,22,Yes,191.44797,119.20787,Unknown,854.5475,33,Teacher
232,CUS_0x865c,2024-03-01,82,157,77,20,166,109,159,-18,20,-38,117,5,273,149,-20,221,-68,184,-46,1,35650.02,2696.835,7,4,20.0,2.0,"Credit-Builder Loan, and Auto Loan",23,17,19.28,9.0,Standard,770.37,34.687386,20,Yes,37.827915,76.143776,High_spent_Medium_value_payments,405.71182,20,Manager
233,CUS_0x86b0,2024-03-01,279,12,347,3,284,-39,-6,110,91,212,-21,29,120,78,109,20,36,-51,1,217,31439.74,2227.8604,9,9,25.0,5.0,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",28,19,13.25,9.0,Unknown,4207.63,27.347372,6,Yes,318.6844,10000.0,Low_spent_Small_value_payments,272.93243,40,Journalist
234,CUS_0x86b2,2024-03-01,195,140,95,341,-157,-101,-47,9,-3,125,44,196,-19,100,201,148,75,11,195,108,90182.31,7525.1924,1564,3,12.0,3.0,"Home Equity Loan, Auto Loan, and Not Specified",10,2,6.47,5.0,Unknown,1283.66,36.563408,15,No,139.39919,249.9839,Low_spent_Large_value_payments,633.13617,23,Teacher
235,CUS_0x86ec,2024-03-01,109,73,73,-18,210,-44,320,68,137,125,121,-123,-101,-98,248,149,215,-31,288,61,19358.37,1658.1975,7,10,15.0,5.0,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",27,21,8.41,13.0,Unknown,1486.17,24.743805,8,Yes,50.98543,76.00337,High_spent_Small_value_payments,298.83093,20,Writer
236,CUS_0x87e6,2024-03-01,181,74,249,42,74,-22,129,189,160,70,305,-5,-63,-16,48,14,78,211,102,7,122135.12,10125.927,2,4,1.0,1.0,Credit-Builder Loan,26,13,11.46,2.0,Good,1384.06,38.8306,18,No,53.47224,425.70435,High_spent_Medium_value_payments,783.4161,23,Doctor
237,CUS_0x87f,2024-03-01,44,208,152,298,403,122,6,63,176,78,92,81,97,27,57,13,10,147,84,136,37171.29,3231.6074,1,6,1.0,4.0,"Personal Loan, Auto Loan, Personal Loan, and Personal Loan",4,2,5.48,8.0,Unknown,103.82,27.292568,32,No,64.249985,10000.0,High_spent_Small_value_payments,378.61813,54,Architect
238,CUS_0x8814,2024-03-01,61,111,155,152,148,72,-14,218,21,-81,231,278,10,56,184,201,126,122,56,-161,33518.12,2879.1768,6,9,23.0,7.0,"Not Specified, Home Equity Loan, Auto Loan, Mortgage Loan, Student Loan, Not Specified, and Student Loan",43,13,15.18,10.0,Unknown,1743.43,31.614574,18,Yes,79403.0,370.95477,Unknown,41.318275,24,Engineer
239,CUS_0x8848,2024-03-01,66,182,290,72,220,99,201,-51,-47,50,151,204,52,33,208,-33,63,134,112,65,62756.2,5194.683,10,10,17.0,8.0,"Home Equity Loan, Auto Loan, Credit-Builder Loan, Student Loan, Auto Loan, Payday Loan, Home Equity Loan, and Personal Loan",47,16,16.38,12.0,Unknown,3711.23,29.480898,4,Yes,323.6167,182.24469,Low_spent_Medium_value_payments,293.60693,37,Engineer
240,CUS_0x88fd,2024-03-01,276,104,143,181,103,142,191,192,93,113,51,222,-43,79,1,265,267,10,-100,122,105842.96,9094.247,7,7,15.0,2.0,"Home Equity Loan, and Mortgage Loan",7,8,1.2,5.0,Unknown,303.24,28.097706,18,No,122.93018,10000.0,Unknown,815.75616,52,Writer
241,CUS_0x8916,2024-03-01,55,140,194,70,16,-26,76,-61,14,198,191,192,2,-23,186,63,38,-42,233,218,54908.22,4440.685,4,3,6.0,0.0,Unknown,9,20,18.65,6.0,Standard,1282.04,35.160526,16,Yes,0.0,112.10129,High_spent_Large_value_payments,571.9672,42,Architect
242,CUS_0x8984,2024-03-01,397,144,6,24,184,169,191,315,-226,127,111,105,207,69,158,234,4,14,22,-71,154493.88,13023.49,2,4,11.0,4.0,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Personal Loan",14,6,7.41,3.0,Good,577.39,36.30982,17,No,328.06512,710.32635,High_spent_Small_value_payments,523.9575,30,Others
243,CUS_0x89c8,2024-03-01,118,297,144,201,217,-39,62,247,104,4,110,156,110,167,84,129,145,168,145,138,85480.41,6285.48,2,5,9.0,2.0,"Home Equity Loan, and Student Loan",13,3,10.96,5.0,Good,1355.23,26.341215,25,No,884.39343,139.77914,High_spent_Large_value_payments,733.0518,49,Lawyer
244,CUS_0x8a8b,2024-03-01,111,34,118,49,337,150,45,159,141,-37,309,96,49,144,78,208,152,238,148,38,40246.16,3340.8467,4,10,18.0,7.0,"Payday Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan, Student Loan, and Payday Loan",30,8,14.17,16.0,Standard,1896.09,32.61637,11,NM,162.52072,37.758728,Unknown,373.80524,24,Media_Manager
245,CUS_0x8ac0,2024-03-01,265,137,128,137,-60,129,94,197,49,251,90,-54,118,103,-79,183,263,-102,123,-128,71608.12,6029.3433,2,3,10.0,4.0,"Auto Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",2,1,3.61,5.0,Good,643.24,39.97823,18,No,122.478455,359.09692,Low_spent_Medium_value_payments,401.35898,20,Others
246,CUS_0x8b3e,2024-03-01,24,204,33,47,55,31,83,191,-6,122,207,41,25,53,85,153,55,120,304,40,32835.4,2690.2834,2,6,2.0,1.0,Payday Loan,13,11,5.35,7.0,Unknown,866.86,34.696415,27,No,14.034818,66.03388,Low_spent_Large_value_payments,458.95963,24,Doctor
247,CUS_0x8b6c,2024-03-01,99,139,19,163,169,125,241,151,92,101,289,83,237,91,113,171,63,-98,126,135,17561.27,1561.4392,5,4,20.0,6.0,"Home Equity Loan, Personal Loan, Personal Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",27,19,14.87,10.0,Standard,2622.44,36.95579,11,Yes,83.40979,154.13217,Low_spent_Large_value_payments,200.7404,41,Journalist
248,CUS_0x8b96,2024-03-01,-10,15,207,184,94,-36,52,271,-4,157,157,-34,224,260,82,42,-8,-116,-76,14,82454.0,7024.1665,6,7,16.0,6.0,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, Not Specified, and Mortgage Loan",53,15,24.94,11.0,Bad,3085.36,34.328804,4,Yes,234.70334,274.217,Low_spent_Medium_value_payments,473.49634,20,Doctor
249,CUS_0x8bf3,2024-03-01,102,-7,201,109,127,126,-23,201,216,29,255,4,99,205,288,294,101,46,166,-28,18836.23,1280.6858,6,8,16.0,6.0,"Personal Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",31,19,14.26,14.0,Bad,1310.56,25.719393,8,Yes,49.55784,106.829865,Low_spent_Small_value_payments,261.68088,40,Engineer
250,CUS_0x8ca7,2024-03-01,120,-58,44,151,-72,173,109,-24,127,173,41,114,114,111,165,254,85,351,134,129,86093.4,6885.45,5,3,8.0,2.0,"Mortgage Loan, and Home Equity Loan",15,2,15.79,1.0,Good,1386.36,34.011044,16,No,120.23934,474.98245,High_spent_Small_value_payments,353.3232,20,Lawyer
251,CUS_0x8d19,2024-03-01,285,277,47,82,158,11,179,224,131,84,145,209,124,12,-70,119,91,-99,91,259,25990.16,2193.8467,4,6,14.0,1.0,Home Equity Loan,21,8,3.59,1.0,Standard,460.78,23.142115,24,No,16.95401,198.56068,Low_spent_Large_value_payments,273.86996,55,Entrepreneur
252,CUS_0x8dfe,2024-03-01,85,93,212,112,256,68,78,114,142,170,233,65,38,-126,165,46,-90,305,14,74,115379.64,9722.97,6,4,9.0,0.0,Unknown,8,11,8.97,0.0,Standard,364.66,26.585224,28,No,0.0,549.19794,Low_spent_Medium_value_payments,703.09906,44,Teacher
253,CUS_0x8e48,2024-03-01,111,15,158,-95,115,248,202,41,71,139,52,86,18,22,110,-2,152,181,143,29,108968.85,8843.737,1,5,8.0,0.0,Unknown,1,1,1.51,1.0,Good,407.44,22.699314,31,No,0.0,907.43097,Low_spent_Small_value_payments,266.94278,52,Scientist
254,CUS_0x8e8,2024-03-01,216,118,235,113,112,39,139,66,20,119,46,155,123,110,75,218,80,220,-25,-3,41640.54,3466.045,6,7,8.0,1.0,Auto Loan,20,18,4.29,5.0,Standard,1072.42,39.48361,27,No,30.208315,87.49353,High_spent_Large_value_payments,468.90265,32,Scientist
255,CUS_0x8ea,2024-03-01,182,57,-53,148,200,-36,145,130,237,307,-39,147,-163,19,41,-107,81,64,162,-48,16228.17,1374.3475,8,7,18.0,4.0,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, and Not Specified",22,19,8.37,13.0,Unknown,2697.18,28.48347,19,Yes,47.874012,130.98843,Low_spent_Small_value_payments,248.5723,29,Journalist
256,CUS_0x8ebd,2024-03-01,236,135,-15,83,337,137,196,147,100,133,-45,196,187,195,244,-114,73,207,137,-32,8906.93,780.24414,6,5,21.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Auto Loan, and Auto Loan",34,22,4.26,8.0,Bad,2123.11,33.32416,15,NM,29.12122,49.215965,High_spent_Small_value_payments,259.68723,34,Musician
257,CUS_0x8ed5,2024-03-01,227,196,51,-22,208,256,57,191,216,221,-113,273,149,121,43,48,-18,45,49,3,103190.84,8400.236,7,5,14.0,1.0,Home Equity Loan,20,11,0.57,5.0,Standard,780.16,37.38629,24,No,46.75902,683.67535,Low_spent_Medium_value_payments,389.5893,21,Lawyer
258,CUS_0x8efa,2024-03-01,21,140,182,-1,50,77,171,124,153,154,95,97,196,159,-105,6,28,6,128,279,21075.36,1904.28,3,1,5.0,2.0,"Credit-Builder Loan, and Credit-Builder Loan",13,5,2.53,6.0,Unknown,1498.02,24.238132,29,No,19.347311,53.877674,High_spent_Medium_value_payments,367.203,26,Entrepreneur
259,CUS_0x8f17,2024-03-01,40,-33,76,178,136,298,-23,-39,134,121,-213,90,152,215,70,261,246,62,58,106,41746.76,3651.8967,8,5,31.0,3.0,"Mortgage Loan, Personal Loan, and Not Specified",62,21,9.81,11.0,Bad,1936.79,32.945534,19,Yes,102.283394,85.99687,High_spent_Large_value_payments,416.9094,46,Journalist
260,CUS_0x9046,2024-03-01,2,85,60,314,193,284,330,78,77,93,0,117,191,38,39,157,0,158,-94,139,30528.52,2269.0432,1122,2,6.0,1.0,Auto Loan,3,10,2.26,5.0,Good,3.68,36.561733,19,No,15.557322,10000.0,Low_spent_Medium_value_payments,377.73468,42,Engineer
261,CUS_0x906b,2024-03-01,80,33,64,-30,151,121,76,102,143,156,128,-2,2,212,75,94,84,84,111,94,23459.45,2121.954,8,5,9.0,2.0,"Home Equity Loan, and Mortgage Loan",13,10,3.56,5.0,Standard,264.07,24.986288,25,Yes,26.60783,121.25409,Low_spent_Small_value_payments,354.3335,28,Developer
262,CUS_0x906e,2024-03-01,-72,138,71,-18,1,140,190,108,114,182,-121,-60,130,-39,22,145,114,14,229,114,39608.9,3503.7417,6,5,31.0,9.0,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Student Loan, Personal Loan, Personal Loan, Not Specified, and Credit-Builder Loan",57,18,4.96,9.0,Bad,2947.72,27.163511,14,Yes,220.66147,66.22747,High_spent_Medium_value_payments,313.48523,21,Manager
