loan_id,Customer_ID,label,label_def,snapshot_date
CUS_0x41a_2023_06_01,CUS_0x41a,0,30dpd_6mob,2023-12-01
CUS_0x41ea_2023_06_01,CUS_0x41ea,0,30dpd_6mob,2023-12-01
CUS_0x4237_2023_06_01,CUS_0x4237,0,30dpd_6mob,2023-12-01
CUS_0x42bc_2023_06_01,CUS_0x42bc,0,30dpd_6mob,2023-12-01
CUS_0x4375_2023_06_01,CUS_0x4375,0,30dpd_6mob,2023-12-01
CUS_0x437c_2023_06_01,CUS_0x437c,0,30dpd_6mob,2023-12-01
CUS_0x43c2_2023_06_01,CUS_0x43c2,1,30dpd_6mob,2023-12-01
CUS_0x445_2023_06_01,CUS_0x445,1,30dpd_6mob,2023-12-01
CUS_0x446c_2023_06_01,CUS_0x446c,1,30dpd_6mob,2023-12-01
CUS_0x4479_2023_06_01,CUS_0x4479,0,30dpd_6mob,2023-12-01
CUS_0x4505_2023_06_01,CUS_0x4505,0,30dpd_6mob,2023-12-01
CUS_0x4649_2023_06_01,CUS_0x4649,0,30dpd_6mob,2023-12-01
CUS_0x466e_2023_06_01,CUS_0x466e,1,30dpd_6mob,2023-12-01
CUS_0x46c_2023_06_01,CUS_0x46c,0,30dpd_6mob,2023-12-01
CUS_0x4721_2023_06_01,CUS_0x4721,0,30dpd_6mob,2023-12-01
CUS_0x48ac_2023_06_01,CUS_0x48ac,1,30dpd_6mob,2023-12-01
CUS_0x4a0a_2023_06_01,CUS_0x4a0a,0,30dpd_6mob,2023-12-01
CUS_0x4a2b_2023_06_01,CUS_0x4a2b,1,30dpd_6mob,2023-12-01
CUS_0x4a8f_2023_06_01,CUS_0x4a8f,1,30dpd_6mob,2023-12-01
CUS_0x4ade_2023_06_01,CUS_0x4ade,0,30dpd_6mob,2023-12-01
CUS_0x4ae9_2023_06_01,CUS_0x4ae9,0,30dpd_6mob,2023-12-01
CUS_0x4aef_2023_06_01,CUS_0x4aef,1,30dpd_6mob,2023-12-01
CUS_0x4bdf_2023_06_01,CUS_0x4bdf,0,30dpd_6mob,2023-12-01
CUS_0x4d25_2023_06_01,CUS_0x4d25,0,30dpd_6mob,2023-12-01
CUS_0x4d61_2023_06_01,CUS_0x4d61,0,30dpd_6mob,2023-12-01
CUS_0x4d6a_2023_06_01,CUS_0x4d6a,0,30dpd_6mob,2023-12-01
CUS_0x4e53_2023_06_01,CUS_0x4e53,0,30dpd_6mob,2023-12-01
CUS_0x4fa3_2023_06_01,CUS_0x4fa3,0,30dpd_6mob,2023-12-01
CUS_0x4fad_2023_06_01,CUS_0x4fad,0,30dpd_6mob,2023-12-01
CUS_0x5029_2023_06_01,CUS_0x5029,0,30dpd_6mob,2023-12-01
CUS_0x51c_2023_06_01,CUS_0x51c,0,30dpd_6mob,2023-12-01
CUS_0x51e5_2023_06_01,CUS_0x51e5,1,30dpd_6mob,2023-12-01
CUS_0x5215_2023_06_01,CUS_0x5215,0,30dpd_6mob,2023-12-01
CUS_0x5275_2023_06_01,CUS_0x5275,1,30dpd_6mob,2023-12-01
CUS_0x529b_2023_06_01,CUS_0x529b,1,30dpd_6mob,2023-12-01
CUS_0x52b7_2023_06_01,CUS_0x52b7,1,30dpd_6mob,2023-12-01
CUS_0x53fa_2023_06_01,CUS_0x53fa,0,30dpd_6mob,2023-12-01
CUS_0x54d6_2023_06_01,CUS_0x54d6,0,30dpd_6mob,2023-12-01
CUS_0x55f4_2023_06_01,CUS_0x55f4,0,30dpd_6mob,2023-12-01
CUS_0x567b_2023_06_01,CUS_0x567b,0,30dpd_6mob,2023-12-01
CUS_0x5707_2023_06_01,CUS_0x5707,0,30dpd_6mob,2023-12-01
CUS_0x5929_2023_06_01,CUS_0x5929,0,30dpd_6mob,2023-12-01
CUS_0x598f_2023_06_01,CUS_0x598f,0,30dpd_6mob,2023-12-01
CUS_0x59a1_2023_06_01,CUS_0x59a1,1,30dpd_6mob,2023-12-01
CUS_0x59a2_2023_06_01,CUS_0x59a2,0,30dpd_6mob,2023-12-01
CUS_0x5a77_2023_06_01,CUS_0x5a77,1,30dpd_6mob,2023-12-01
CUS_0x5ae1_2023_06_01,CUS_0x5ae1,1,30dpd_6mob,2023-12-01
CUS_0x5b92_2023_06_01,CUS_0x5b92,0,30dpd_6mob,2023-12-01
CUS_0x5c2_2023_06_01,CUS_0x5c2,0,30dpd_6mob,2023-12-01
CUS_0x5c3c_2023_06_01,CUS_0x5c3c,0,30dpd_6mob,2023-12-01
CUS_0x5c3f_2023_06_01,CUS_0x5c3f,0,30dpd_6mob,2023-12-01
CUS_0x5c7a_2023_06_01,CUS_0x5c7a,1,30dpd_6mob,2023-12-01
CUS_0x5ca1_2023_06_01,CUS_0x5ca1,0,30dpd_6mob,2023-12-01
CUS_0x5cc0_2023_06_01,CUS_0x5cc0,1,30dpd_6mob,2023-12-01
CUS_0x5cdb_2023_06_01,CUS_0x5cdb,0,30dpd_6mob,2023-12-01
CUS_0x5d0b_2023_06_01,CUS_0x5d0b,1,30dpd_6mob,2023-12-01
CUS_0x5d50_2023_06_01,CUS_0x5d50,0,30dpd_6mob,2023-12-01
CUS_0x5de6_2023_06_01,CUS_0x5de6,0,30dpd_6mob,2023-12-01
CUS_0x5e3d_2023_06_01,CUS_0x5e3d,0,30dpd_6mob,2023-12-01
CUS_0x5e56_2023_06_01,CUS_0x5e56,0,30dpd_6mob,2023-12-01
CUS_0x5e96_2023_06_01,CUS_0x5e96,1,30dpd_6mob,2023-12-01
CUS_0x5ece_2023_06_01,CUS_0x5ece,0,30dpd_6mob,2023-12-01
CUS_0x5ecf_2023_06_01,CUS_0x5ecf,1,30dpd_6mob,2023-12-01
CUS_0x603a_2023_06_01,CUS_0x603a,0,30dpd_6mob,2023-12-01
CUS_0x60e8_2023_06_01,CUS_0x60e8,0,30dpd_6mob,2023-12-01
CUS_0x61e4_2023_06_01,CUS_0x61e4,0,30dpd_6mob,2023-12-01
CUS_0x62be_2023_06_01,CUS_0x62be,0,30dpd_6mob,2023-12-01
CUS_0x62e4_2023_06_01,CUS_0x62e4,0,30dpd_6mob,2023-12-01
CUS_0x632c_2023_06_01,CUS_0x632c,0,30dpd_6mob,2023-12-01
CUS_0x6440_2023_06_01,CUS_0x6440,0,30dpd_6mob,2023-12-01
CUS_0x644e_2023_06_01,CUS_0x644e,0,30dpd_6mob,2023-12-01
CUS_0x649d_2023_06_01,CUS_0x649d,0,30dpd_6mob,2023-12-01
CUS_0x64c8_2023_06_01,CUS_0x64c8,0,30dpd_6mob,2023-12-01
CUS_0x6514_2023_06_01,CUS_0x6514,0,30dpd_6mob,2023-12-01
CUS_0x6549_2023_06_01,CUS_0x6549,0,30dpd_6mob,2023-12-01
CUS_0x663b_2023_06_01,CUS_0x663b,0,30dpd_6mob,2023-12-01
CUS_0x663e_2023_06_01,CUS_0x663e,0,30dpd_6mob,2023-12-01
CUS_0x6733_2023_06_01,CUS_0x6733,0,30dpd_6mob,2023-12-01
CUS_0x67eb_2023_06_01,CUS_0x67eb,1,30dpd_6mob,2023-12-01
CUS_0x689e_2023_06_01,CUS_0x689e,1,30dpd_6mob,2023-12-01
CUS_0x68b5_2023_06_01,CUS_0x68b5,0,30dpd_6mob,2023-12-01
CUS_0x68cb_2023_06_01,CUS_0x68cb,0,30dpd_6mob,2023-12-01
CUS_0x68cf_2023_06_01,CUS_0x68cf,1,30dpd_6mob,2023-12-01
CUS_0x68ee_2023_06_01,CUS_0x68ee,0,30dpd_6mob,2023-12-01
CUS_0x6902_2023_06_01,CUS_0x6902,1,30dpd_6mob,2023-12-01
CUS_0x6968_2023_06_01,CUS_0x6968,0,30dpd_6mob,2023-12-01
CUS_0x6983_2023_06_01,CUS_0x6983,1,30dpd_6mob,2023-12-01
CUS_0x69b1_2023_06_01,CUS_0x69b1,0,30dpd_6mob,2023-12-01
CUS_0x69d9_2023_06_01,CUS_0x69d9,0,30dpd_6mob,2023-12-01
CUS_0x69f3_2023_06_01,CUS_0x69f3,0,30dpd_6mob,2023-12-01
CUS_0x6ad2_2023_06_01,CUS_0x6ad2,0,30dpd_6mob,2023-12-01
CUS_0x6b24_2023_06_01,CUS_0x6b24,1,30dpd_6mob,2023-12-01
CUS_0x6b50_2023_06_01,CUS_0x6b50,1,30dpd_6mob,2023-12-01
CUS_0x6b5f_2023_06_01,CUS_0x6b5f,1,30dpd_6mob,2023-12-01
CUS_0x6bb5_2023_06_01,CUS_0x6bb5,0,30dpd_6mob,2023-12-01
CUS_0x6c0f_2023_06_01,CUS_0x6c0f,0,30dpd_6mob,2023-12-01
CUS_0x6c4c_2023_06_01,CUS_0x6c4c,0,30dpd_6mob,2023-12-01
CUS_0x6c85_2023_06_01,CUS_0x6c85,0,30dpd_6mob,2023-12-01
CUS_0x6c8b_2023_06_01,CUS_0x6c8b,0,30dpd_6mob,2023-12-01
CUS_0x6c95_2023_06_01,CUS_0x6c95,0,30dpd_6mob,2023-12-01
CUS_0x6c9d_2023_06_01,CUS_0x6c9d,0,30dpd_6mob,2023-12-01
CUS_0x6cc_2023_06_01,CUS_0x6cc,0,30dpd_6mob,2023-12-01
CUS_0x6d15_2023_06_01,CUS_0x6d15,0,30dpd_6mob,2023-12-01
CUS_0x6d28_2023_06_01,CUS_0x6d28,0,30dpd_6mob,2023-12-01
CUS_0x6daf_2023_06_01,CUS_0x6daf,0,30dpd_6mob,2023-12-01
CUS_0x6dc9_2023_06_01,CUS_0x6dc9,0,30dpd_6mob,2023-12-01
CUS_0x6dcf_2023_06_01,CUS_0x6dcf,0,30dpd_6mob,2023-12-01
CUS_0x6e58_2023_06_01,CUS_0x6e58,0,30dpd_6mob,2023-12-01
CUS_0x6fd5_2023_06_01,CUS_0x6fd5,1,30dpd_6mob,2023-12-01
CUS_0x6fff_2023_06_01,CUS_0x6fff,0,30dpd_6mob,2023-12-01
CUS_0x7051_2023_06_01,CUS_0x7051,0,30dpd_6mob,2023-12-01
CUS_0x70b_2023_06_01,CUS_0x70b,0,30dpd_6mob,2023-12-01
CUS_0x70bd_2023_06_01,CUS_0x70bd,1,30dpd_6mob,2023-12-01
CUS_0x70d5_2023_06_01,CUS_0x70d5,0,30dpd_6mob,2023-12-01
CUS_0x70d6_2023_06_01,CUS_0x70d6,0,30dpd_6mob,2023-12-01
CUS_0x718a_2023_06_01,CUS_0x718a,1,30dpd_6mob,2023-12-01
CUS_0x721_2023_06_01,CUS_0x721,1,30dpd_6mob,2023-12-01
CUS_0x7223_2023_06_01,CUS_0x7223,0,30dpd_6mob,2023-12-01
CUS_0x7238_2023_06_01,CUS_0x7238,0,30dpd_6mob,2023-12-01
CUS_0x725e_2023_06_01,CUS_0x725e,1,30dpd_6mob,2023-12-01
CUS_0x72c1_2023_06_01,CUS_0x72c1,0,30dpd_6mob,2023-12-01
CUS_0x73d9_2023_06_01,CUS_0x73d9,1,30dpd_6mob,2023-12-01
CUS_0x73f9_2023_06_01,CUS_0x73f9,0,30dpd_6mob,2023-12-01
CUS_0x748d_2023_06_01,CUS_0x748d,0,30dpd_6mob,2023-12-01
CUS_0x74e7_2023_06_01,CUS_0x74e7,0,30dpd_6mob,2023-12-01
CUS_0x74f7_2023_06_01,CUS_0x74f7,0,30dpd_6mob,2023-12-01
CUS_0x7528_2023_06_01,CUS_0x7528,0,30dpd_6mob,2023-12-01
CUS_0x755b_2023_06_01,CUS_0x755b,0,30dpd_6mob,2023-12-01
CUS_0x75ce_2023_06_01,CUS_0x75ce,1,30dpd_6mob,2023-12-01
CUS_0x75f0_2023_06_01,CUS_0x75f0,0,30dpd_6mob,2023-12-01
CUS_0x7633_2023_06_01,CUS_0x7633,1,30dpd_6mob,2023-12-01
CUS_0x7651_2023_06_01,CUS_0x7651,1,30dpd_6mob,2023-12-01
CUS_0x7693_2023_06_01,CUS_0x7693,1,30dpd_6mob,2023-12-01
CUS_0x76d4_2023_06_01,CUS_0x76d4,0,30dpd_6mob,2023-12-01
CUS_0x76dc_2023_06_01,CUS_0x76dc,0,30dpd_6mob,2023-12-01
CUS_0x76e7_2023_06_01,CUS_0x76e7,1,30dpd_6mob,2023-12-01
CUS_0x77ca_2023_06_01,CUS_0x77ca,0,30dpd_6mob,2023-12-01
CUS_0x783f_2023_06_01,CUS_0x783f,1,30dpd_6mob,2023-12-01
CUS_0x7843_2023_06_01,CUS_0x7843,0,30dpd_6mob,2023-12-01
CUS_0x789_2023_06_01,CUS_0x789,0,30dpd_6mob,2023-12-01
CUS_0x7899_2023_06_01,CUS_0x7899,1,30dpd_6mob,2023-12-01
CUS_0x7900_2023_06_01,CUS_0x7900,1,30dpd_6mob,2023-12-01
CUS_0x7963_2023_06_01,CUS_0x7963,0,30dpd_6mob,2023-12-01
CUS_0x79c1_2023_06_01,CUS_0x79c1,1,30dpd_6mob,2023-12-01
CUS_0x7a73_2023_06_01,CUS_0x7a73,1,30dpd_6mob,2023-12-01
CUS_0x7a79_2023_06_01,CUS_0x7a79,0,30dpd_6mob,2023-12-01
CUS_0x7ad7_2023_06_01,CUS_0x7ad7,0,30dpd_6mob,2023-12-01
CUS_0x7b27_2023_06_01,CUS_0x7b27,0,30dpd_6mob,2023-12-01
CUS_0x7b66_2023_06_01,CUS_0x7b66,1,30dpd_6mob,2023-12-01
CUS_0x7bb2_2023_06_01,CUS_0x7bb2,1,30dpd_6mob,2023-12-01
CUS_0x7bf8_2023_06_01,CUS_0x7bf8,0,30dpd_6mob,2023-12-01
CUS_0x7c21_2023_06_01,CUS_0x7c21,1,30dpd_6mob,2023-12-01
CUS_0x7cf1_2023_06_01,CUS_0x7cf1,0,30dpd_6mob,2023-12-01
CUS_0x7e24_2023_06_01,CUS_0x7e24,0,30dpd_6mob,2023-12-01
CUS_0x7e3a_2023_06_01,CUS_0x7e3a,0,30dpd_6mob,2023-12-01
CUS_0x7e62_2023_06_01,CUS_0x7e62,1,30dpd_6mob,2023-12-01
CUS_0x7e63_2023_06_01,CUS_0x7e63,0,30dpd_6mob,2023-12-01
CUS_0x7e9a_2023_06_01,CUS_0x7e9a,0,30dpd_6mob,2023-12-01
CUS_0x7f46_2023_06_01,CUS_0x7f46,0,30dpd_6mob,2023-12-01
CUS_0x7fe9_2023_06_01,CUS_0x7fe9,1,30dpd_6mob,2023-12-01
CUS_0x8059_2023_06_01,CUS_0x8059,1,30dpd_6mob,2023-12-01
CUS_0x81f2_2023_06_01,CUS_0x81f2,0,30dpd_6mob,2023-12-01
CUS_0x8275_2023_06_01,CUS_0x8275,1,30dpd_6mob,2023-12-01
CUS_0x828b_2023_06_01,CUS_0x828b,0,30dpd_6mob,2023-12-01
CUS_0x8316_2023_06_01,CUS_0x8316,0,30dpd_6mob,2023-12-01
CUS_0x8399_2023_06_01,CUS_0x8399,0,30dpd_6mob,2023-12-01
CUS_0x83e_2023_06_01,CUS_0x83e,0,30dpd_6mob,2023-12-01
CUS_0x84a9_2023_06_01,CUS_0x84a9,0,30dpd_6mob,2023-12-01
CUS_0x84e7_2023_06_01,CUS_0x84e7,0,30dpd_6mob,2023-12-01
CUS_0x85f1_2023_06_01,CUS_0x85f1,0,30dpd_6mob,2023-12-01
CUS_0x85f4_2023_06_01,CUS_0x85f4,1,30dpd_6mob,2023-12-01
CUS_0x8643_2023_06_01,CUS_0x8643,1,30dpd_6mob,2023-12-01
CUS_0x864c_2023_06_01,CUS_0x864c,0,30dpd_6mob,2023-12-01
CUS_0x869b_2023_06_01,CUS_0x869b,1,30dpd_6mob,2023-12-01
CUS_0x86c5_2023_06_01,CUS_0x86c5,0,30dpd_6mob,2023-12-01
CUS_0x86da_2023_06_01,CUS_0x86da,1,30dpd_6mob,2023-12-01
CUS_0x86fe_2023_06_01,CUS_0x86fe,0,30dpd_6mob,2023-12-01
CUS_0x8715_2023_06_01,CUS_0x8715,0,30dpd_6mob,2023-12-01
CUS_0x8749_2023_06_01,CUS_0x8749,0,30dpd_6mob,2023-12-01
CUS_0x87e7_2023_06_01,CUS_0x87e7,1,30dpd_6mob,2023-12-01
CUS_0x87fe_2023_06_01,CUS_0x87fe,0,30dpd_6mob,2023-12-01
CUS_0x8812_2023_06_01,CUS_0x8812,1,30dpd_6mob,2023-12-01
CUS_0x881e_2023_06_01,CUS_0x881e,1,30dpd_6mob,2023-12-01
CUS_0x884_2023_06_01,CUS_0x884,0,30dpd_6mob,2023-12-01
CUS_0x88a_2023_06_01,CUS_0x88a,0,30dpd_6mob,2023-12-01
CUS_0x8945_2023_06_01,CUS_0x8945,1,30dpd_6mob,2023-12-01
CUS_0x8a4b_2023_06_01,CUS_0x8a4b,0,30dpd_6mob,2023-12-01
CUS_0x8ae0_2023_06_01,CUS_0x8ae0,1,30dpd_6mob,2023-12-01
CUS_0x8af4_2023_06_01,CUS_0x8af4,1,30dpd_6mob,2023-12-01
CUS_0x8b0c_2023_06_01,CUS_0x8b0c,1,30dpd_6mob,2023-12-01
CUS_0x8b6f_2023_06_01,CUS_0x8b6f,0,30dpd_6mob,2023-12-01
CUS_0x8b8e_2023_06_01,CUS_0x8b8e,0,30dpd_6mob,2023-12-01
CUS_0x8b99_2023_06_01,CUS_0x8b99,0,30dpd_6mob,2023-12-01
CUS_0x8c1_2023_06_01,CUS_0x8c1,0,30dpd_6mob,2023-12-01
CUS_0x8c52_2023_06_01,CUS_0x8c52,0,30dpd_6mob,2023-12-01
CUS_0x8cc1_2023_06_01,CUS_0x8cc1,1,30dpd_6mob,2023-12-01
CUS_0x8cff_2023_06_01,CUS_0x8cff,1,30dpd_6mob,2023-12-01
CUS_0x8e80_2023_06_01,CUS_0x8e80,0,30dpd_6mob,2023-12-01
CUS_0x8e96_2023_06_01,CUS_0x8e96,1,30dpd_6mob,2023-12-01
CUS_0x8ea8_2023_06_01,CUS_0x8ea8,0,30dpd_6mob,2023-12-01
CUS_0x8f4_2023_06_01,CUS_0x8f4,0,30dpd_6mob,2023-12-01
CUS_0x8f63_2023_06_01,CUS_0x8f63,0,30dpd_6mob,2023-12-01
CUS_0x8f6f_2023_06_01,CUS_0x8f6f,0,30dpd_6mob,2023-12-01
CUS_0x8f8f_2023_06_01,CUS_0x8f8f,0,30dpd_6mob,2023-12-01
CUS_0x8f9e_2023_06_01,CUS_0x8f9e,0,30dpd_6mob,2023-12-01
CUS_0x9122_2023_06_01,CUS_0x9122,0,30dpd_6mob,2023-12-01
CUS_0x913a_2023_06_01,CUS_0x913a,0,30dpd_6mob,2023-12-01
CUS_0x913e_2023_06_01,CUS_0x913e,0,30dpd_6mob,2023-12-01
CUS_0x919b_2023_06_01,CUS_0x919b,1,30dpd_6mob,2023-12-01
CUS_0x9268_2023_06_01,CUS_0x9268,0,30dpd_6mob,2023-12-01
CUS_0x927d_2023_06_01,CUS_0x927d,0,30dpd_6mob,2023-12-01
CUS_0x92c6_2023_06_01,CUS_0x92c6,0,30dpd_6mob,2023-12-01
CUS_0x92ec_2023_06_01,CUS_0x92ec,0,30dpd_6mob,2023-12-01
CUS_0x92f8_2023_06_01,CUS_0x92f8,0,30dpd_6mob,2023-12-01
CUS_0x9386_2023_06_01,CUS_0x9386,0,30dpd_6mob,2023-12-01
CUS_0x9398_2023_06_01,CUS_0x9398,0,30dpd_6mob,2023-12-01
CUS_0x93af_2023_06_01,CUS_0x93af,1,30dpd_6mob,2023-12-01
CUS_0x947b_2023_06_01,CUS_0x947b,0,30dpd_6mob,2023-12-01
CUS_0x94ac_2023_06_01,CUS_0x94ac,0,30dpd_6mob,2023-12-01
CUS_0x94e1_2023_06_01,CUS_0x94e1,0,30dpd_6mob,2023-12-01
CUS_0x9520_2023_06_01,CUS_0x9520,0,30dpd_6mob,2023-12-01
CUS_0x9536_2023_06_01,CUS_0x9536,0,30dpd_6mob,2023-12-01
CUS_0x9553_2023_06_01,CUS_0x9553,0,30dpd_6mob,2023-12-01
CUS_0x955d_2023_06_01,CUS_0x955d,1,30dpd_6mob,2023-12-01
CUS_0x956b_2023_06_01,CUS_0x956b,1,30dpd_6mob,2023-12-01
CUS_0x958b_2023_06_01,CUS_0x958b,1,30dpd_6mob,2023-12-01
CUS_0x95a1_2023_06_01,CUS_0x95a1,0,30dpd_6mob,2023-12-01
CUS_0x95d0_2023_06_01,CUS_0x95d0,0,30dpd_6mob,2023-12-01
CUS_0x9680_2023_06_01,CUS_0x9680,0,30dpd_6mob,2023-12-01
CUS_0x96c_2023_06_01,CUS_0x96c,0,30dpd_6mob,2023-12-01
CUS_0x96de_2023_06_01,CUS_0x96de,0,30dpd_6mob,2023-12-01
CUS_0x96f7_2023_06_01,CUS_0x96f7,0,30dpd_6mob,2023-12-01
CUS_0x974_2023_06_01,CUS_0x974,0,30dpd_6mob,2023-12-01
CUS_0x974a_2023_06_01,CUS_0x974a,1,30dpd_6mob,2023-12-01
CUS_0x97a2_2023_06_01,CUS_0x97a2,1,30dpd_6mob,2023-12-01
CUS_0x97d_2023_06_01,CUS_0x97d,1,30dpd_6mob,2023-12-01
CUS_0x985e_2023_06_01,CUS_0x985e,0,30dpd_6mob,2023-12-01
CUS_0x9867_2023_06_01,CUS_0x9867,0,30dpd_6mob,2023-12-01
CUS_0x98c2_2023_06_01,CUS_0x98c2,0,30dpd_6mob,2023-12-01
CUS_0x98e3_2023_06_01,CUS_0x98e3,0,30dpd_6mob,2023-12-01
CUS_0x9903_2023_06_01,CUS_0x9903,0,30dpd_6mob,2023-12-01
CUS_0x9939_2023_06_01,CUS_0x9939,0,30dpd_6mob,2023-12-01
CUS_0x9ad_2023_06_01,CUS_0x9ad,0,30dpd_6mob,2023-12-01
CUS_0x9b12_2023_06_01,CUS_0x9b12,1,30dpd_6mob,2023-12-01
CUS_0x9bb9_2023_06_01,CUS_0x9bb9,1,30dpd_6mob,2023-12-01
CUS_0x9d77_2023_06_01,CUS_0x9d77,0,30dpd_6mob,2023-12-01
CUS_0x9d78_2023_06_01,CUS_0x9d78,0,30dpd_6mob,2023-12-01
CUS_0x9daa_2023_06_01,CUS_0x9daa,0,30dpd_6mob,2023-12-01
CUS_0x9db8_2023_06_01,CUS_0x9db8,0,30dpd_6mob,2023-12-01
CUS_0x9dfc_2023_06_01,CUS_0x9dfc,0,30dpd_6mob,2023-12-01
CUS_0x9e3b_2023_06_01,CUS_0x9e3b,0,30dpd_6mob,2023-12-01
CUS_0x9e9d_2023_06_01,CUS_0x9e9d,1,30dpd_6mob,2023-12-01
CUS_0x9f70_2023_06_01,CUS_0x9f70,0,30dpd_6mob,2023-12-01
CUS_0x9f7e_2023_06_01,CUS_0x9f7e,0,30dpd_6mob,2023-12-01
CUS_0x9f9_2023_06_01,CUS_0x9f9,0,30dpd_6mob,2023-12-01
CUS_0xa01f_2023_06_01,CUS_0xa01f,0,30dpd_6mob,2023-12-01
CUS_0xa024_2023_06_01,CUS_0xa024,0,30dpd_6mob,2023-12-01
CUS_0xa055_2023_06_01,CUS_0xa055,0,30dpd_6mob,2023-12-01
CUS_0xa0a5_2023_06_01,CUS_0xa0a5,0,30dpd_6mob,2023-12-01
CUS_0xa0eb_2023_06_01,CUS_0xa0eb,1,30dpd_6mob,2023-12-01
CUS_0xa201_2023_06_01,CUS_0xa201,0,30dpd_6mob,2023-12-01
CUS_0xa24a_2023_06_01,CUS_0xa24a,0,30dpd_6mob,2023-12-01
CUS_0xa2a7_2023_06_01,CUS_0xa2a7,1,30dpd_6mob,2023-12-01
CUS_0xa2e5_2023_06_01,CUS_0xa2e5,0,30dpd_6mob,2023-12-01
CUS_0xa2f8_2023_06_01,CUS_0xa2f8,0,30dpd_6mob,2023-12-01
CUS_0xa31b_2023_06_01,CUS_0xa31b,0,30dpd_6mob,2023-12-01
CUS_0xa328_2023_06_01,CUS_0xa328,1,30dpd_6mob,2023-12-01
CUS_0xa405_2023_06_01,CUS_0xa405,0,30dpd_6mob,2023-12-01
CUS_0xa41f_2023_06_01,CUS_0xa41f,0,30dpd_6mob,2023-12-01
CUS_0xa499_2023_06_01,CUS_0xa499,0,30dpd_6mob,2023-12-01
CUS_0xa520_2023_06_01,CUS_0xa520,0,30dpd_6mob,2023-12-01
CUS_0xa66_2023_06_01,CUS_0xa66,0,30dpd_6mob,2023-12-01
CUS_0xa6c6_2023_06_01,CUS_0xa6c6,1,30dpd_6mob,2023-12-01
CUS_0xa71a_2023_06_01,CUS_0xa71a,0,30dpd_6mob,2023-12-01
CUS_0xa751_2023_06_01,CUS_0xa751,0,30dpd_6mob,2023-12-01
CUS_0xa7ab_2023_06_01,CUS_0xa7ab,0,30dpd_6mob,2023-12-01
CUS_0xa7b6_2023_06_01,CUS_0xa7b6,0,30dpd_6mob,2023-12-01
CUS_0xa7cd_2023_06_01,CUS_0xa7cd,1,30dpd_6mob,2023-12-01
CUS_0xa843_2023_06_01,CUS_0xa843,0,30dpd_6mob,2023-12-01
CUS_0xa865_2023_06_01,CUS_0xa865,0,30dpd_6mob,2023-12-01
CUS_0xa86b_2023_06_01,CUS_0xa86b,0,30dpd_6mob,2023-12-01
CUS_0xa88_2023_06_01,CUS_0xa88,0,30dpd_6mob,2023-12-01
CUS_0xa93b_2023_06_01,CUS_0xa93b,0,30dpd_6mob,2023-12-01
CUS_0xaa8c_2023_06_01,CUS_0xaa8c,0,30dpd_6mob,2023-12-01
CUS_0xaaaf_2023_06_01,CUS_0xaaaf,0,30dpd_6mob,2023-12-01
CUS_0xab80_2023_06_01,CUS_0xab80,0,30dpd_6mob,2023-12-01
CUS_0xac0d_2023_06_01,CUS_0xac0d,1,30dpd_6mob,2023-12-01
CUS_0xacf_2023_06_01,CUS_0xacf,0,30dpd_6mob,2023-12-01
CUS_0xad19_2023_06_01,CUS_0xad19,0,30dpd_6mob,2023-12-01
CUS_0xae07_2023_06_01,CUS_0xae07,0,30dpd_6mob,2023-12-01
CUS_0xae0a_2023_06_01,CUS_0xae0a,0,30dpd_6mob,2023-12-01
CUS_0xae54_2023_06_01,CUS_0xae54,0,30dpd_6mob,2023-12-01
CUS_0xaec_2023_06_01,CUS_0xaec,0,30dpd_6mob,2023-12-01
CUS_0xaed6_2023_06_01,CUS_0xaed6,0,30dpd_6mob,2023-12-01
CUS_0xaf3b_2023_06_01,CUS_0xaf3b,0,30dpd_6mob,2023-12-01
CUS_0xaf7d_2023_06_01,CUS_0xaf7d,0,30dpd_6mob,2023-12-01
CUS_0xafd5_2023_06_01,CUS_0xafd5,0,30dpd_6mob,2023-12-01
CUS_0xb030_2023_06_01,CUS_0xb030,0,30dpd_6mob,2023-12-01
CUS_0xb0a3_2023_06_01,CUS_0xb0a3,0,30dpd_6mob,2023-12-01
CUS_0xb0e_2023_06_01,CUS_0xb0e,1,30dpd_6mob,2023-12-01
CUS_0xb15c_2023_06_01,CUS_0xb15c,1,30dpd_6mob,2023-12-01
CUS_0xb168_2023_06_01,CUS_0xb168,0,30dpd_6mob,2023-12-01
CUS_0xb173_2023_06_01,CUS_0xb173,1,30dpd_6mob,2023-12-01
CUS_0xb17e_2023_06_01,CUS_0xb17e,1,30dpd_6mob,2023-12-01
CUS_0xb196_2023_06_01,CUS_0xb196,0,30dpd_6mob,2023-12-01
CUS_0xb1a2_2023_06_01,CUS_0xb1a2,0,30dpd_6mob,2023-12-01
CUS_0xb1e8_2023_06_01,CUS_0xb1e8,0,30dpd_6mob,2023-12-01
CUS_0xb201_2023_06_01,CUS_0xb201,0,30dpd_6mob,2023-12-01
CUS_0xb22f_2023_06_01,CUS_0xb22f,1,30dpd_6mob,2023-12-01
CUS_0xb240_2023_06_01,CUS_0xb240,0,30dpd_6mob,2023-12-01
CUS_0xb29a_2023_06_01,CUS_0xb29a,1,30dpd_6mob,2023-12-01
CUS_0xb362_2023_06_01,CUS_0xb362,0,30dpd_6mob,2023-12-01
CUS_0xb374_2023_06_01,CUS_0xb374,1,30dpd_6mob,2023-12-01
